Name
Saro
Sasha
Sat
Saten
Sati
Satik
Satine
Sedrak
Semyon
Senik
Serge
Sergei
Sergo
Serine
Serj
Seroj
Seryozha
Sevada
Sevag
Sevan
Sevana
Seyran
Shaghig
Shaghik
Shahane
Shaké
Shakeh
Shant
Shaqe
Shavarsh
Shirak
Shoger
Shogh
Shogher
Shoghik
Shogik
Shoxik
Shush
Shushanna
Shushik
Silva
Silvi
Silvia
Sima
Simon
Sipan
Sir
Sirak
Siran
Siranuysh
Sirarpi
Sirekan
Sirun
Sirush
Sirushik
Sirvard
Slavik
Sofa
Sofi
Sofia
Sofik
Sofiya
Sokrat
Sonik
Sonya
Sophie
Sos
Sose
Spartak
Srbuhi
Srbuk
Stephan
Styop
Surik
Suro
Susan
Susanna
Susi
Susik
Suzanna
Suzy
Sveta
Sylvia
Syune
Syuz
Syuzan
Tadevos
Tag
Talar
Tamar
Tanya
Tariel
Tat
Tatiana
Tatul
Tatyana
Tehmina
Tehmine
Telman
Teni
Teresa
Tereza
Termine
Test
Tigranuhi
Tiko
Timur
Tina
Tiran
Tiruhi
Toma
Torgom
Toros
Tovmas 
Trdat
Tsaghik
Tsoghik
Tsolak
Tsovinar
Vach
Vachagan
Vache
Vachik
Vadim
Vagharsh
Vaghinak
Vahag
Vahik
Vakhtang
Valentina
Valer
Valeri
Valeria
Valerik
Valeriya
Valod
Valodya
Valya
Van
Vana
Vanand
Vanik
Vanuhi
Vanush
Varazdat
Vard
Vardanush
Vardine
Varditer
Vardui
Vardush
Vars
Varsenik
Vartan
Varujan
Varuzhan
Varvara
Varya
Vasil
Vehanush 
Venera
Vera
Vergine
Verjine
Veronica
Veronika
Verzhine
Victor
Victoria
Victorya
Viktor
Viktoriya
Viktorya
Viola
Violeta
Violetta
Virab
Vitali
Vitalii
Vlad
Vladislav
Volodya
Voskan
Voskehat 
Vova
Vram
Vrej
Vrezh
Vruyr
Xcho
Xoren
Yana
Yeghishe
Yekaterina
Yelizaveta
Yeranuhi
Yerazik
Yerem
Yesayi
Yevgenya
Yulia
Yuliana
Yuliya
Yura
Yurik
Zabel
Zakar
Zaqar
Zarine
Zemfira
Zepyur 
Zhaneta
Zhanna
Zhasmena
Zhenya
Zhirayr
Zhora
Zina
Zinaida
Zohrab
Zorayr
Zori
Zorik
Zoro
Zoya
Zvart
